baseline,failed_cnt,rule_m_correct,rule_on_correct,rule_ov_correct,exmap_tp,exmap_tn,exmap_fp,exmap_fn,exmap_precision,exmap_recall,exmap_f1,exmap_accuracy,m_all_tp,m_all_fp,m_all_fn,on_all_tp,on_all_fp,on_all_fn,ov_all_tp,ov_all_fp,ov_all_fn,m_macro_precision,m_macro_recall,m_macro_f1,on_macro_precision,on_macro_recall,on_macro_f1,ov_macro_precision,ov_macro_recall,ov_macro_f1,m_micro_precision,m_micro_recall,m_micro_f1,on_micro_precision,on_micro_recall,on_micro_f1,ov_micro_precision,ov_micro_recall,ov_micro_f1
4o_empty,1,24,12,21,47,3,11,7,0.8103448275862069,0.8703703703703703,0.8392857142857144,0.7352941176470589,40,64,26,24,80,42,30,74,36,0.4890804597701149,0.5948275862068966,0.5175697865353038,0.253448275862069,0.3477011494252873,0.28193760262725776,0.39137931034482754,0.4540229885057471,0.40693760262725776,0.38461538461538464,0.6060606060606061,0.47058823529411764,0.23076923076923078,0.36363636363636365,0.28235294117647064,0.28846153846153844,0.45454545454545453,0.3529411764705882
4o_name,1,26,13,20,53,2,12,1,0.8153846153846154,0.9814814814814815,0.8907563025210083,0.8088235294117647,55,272,19,35,292,39,37,290,37,0.528974358974359,0.6548717948717948,0.5550240609064139,0.3069230769230769,0.38051282051282054,0.3198807728219493,0.3884615384615384,0.5051282051282051,0.41365653953889253,0.16819571865443425,0.7432432432432432,0.27431421446384036,0.10703363914373089,0.47297297297297297,0.17456359102244387,0.11314984709480122,0.5,0.18453865336658354
4o_name_desc,2,9,7,5,53,1,13,1,0.803030303030303,0.9814814814814815,0.8833333333333332,0.7941176470588235,54,167,20,46,175,28,36,185,38,0.36369648869648863,0.6558080808080807,0.43310704447068094,0.29888167388167386,0.5446969696969698,0.3560026673663037,0.24587542087542089,0.47474747474747475,0.30107131925313735,0.24434389140271492,0.7297297297297297,0.3661016949152542,0.2081447963800905,0.6216216216216216,0.31186440677966104,0.16289592760180996,0.4864864864864865,0.2440677966101695
4o_name_desc_mopt,0,15,15,9,54,1,13,0,0.8059701492537313,1.0,0.8925619834710743,0.8088235294117647,54,116,21,54,116,21,34,136,41,0.44925373134328356,0.6221393034825872,0.4908800155068812,0.44925373134328356,0.6221393034825872,0.4908800155068812,0.2873134328358209,0.43532338308457713,0.32902155887230516,0.3176470588235294,0.72,0.4408163265306122,0.3176470588235294,0.72,0.4408163265306122,0.2,0.4533333333333333,0.27755102040816326
4o_name_sdesc,1,24,18,18,53,1,13,1,0.803030303030303,0.9814814814814815,0.8833333333333332,0.7941176470588235,55,273,19,45,283,29,35,293,39,0.5143939393939394,0.6373737373737374,0.5412198912198912,0.41085858585858587,0.5111111111111111,0.4301087801087801,0.37739898989898985,0.4671717171717171,0.39999999999999997,0.1676829268292683,0.7432432432432432,0.27363184079601993,0.13719512195121952,0.6081081081081081,0.22388059701492538,0.10670731707317073,0.47297297297297297,0.17412935323383083
4o_name_sdesc_mopt,0,34,34,24,53,1,13,1,0.803030303030303,0.9814814814814815,0.8833333333333332,0.7941176470588235,59,92,15,58,93,16,38,113,36,0.6420454545454546,0.6752525252525253,0.637950937950938,0.634469696969697,0.6601010101010102,0.6278499278499279,0.44065656565656564,0.4722222222222222,0.4434343434343434,0.39072847682119205,0.7972972972972973,0.5244444444444444,0.3841059602649007,0.7837837837837838,0.5155555555555557,0.25165562913907286,0.5135135135135135,0.3377777777777778
4o_name_url,0,28,19,21,53,1,13,1,0.803030303030303,0.9814814814814815,0.8833333333333332,0.7941176470588235,50,252,24,37,265,37,34,268,40,0.5398490398490399,0.591919191919192,0.546801346801347,0.39843489843489843,0.4277777777777778,0.3978114478114479,0.3972693972693972,0.43686868686868685,0.4038720538720539,0.16556291390728478,0.6756756756756757,0.26595744680851063,0.12251655629139073,0.5,0.19680851063829788,0.11258278145695365,0.4594594594594595,0.18085106382978725
4o_name_url_sdesc,0,27,20,20,53,1,13,1,0.803030303030303,0.9814814814814815,0.8833333333333332,0.7941176470588235,58,441,16,48,451,26,39,460,35,0.5630050505050505,0.6601010101010102,0.5823232323232324,0.4556818181818182,0.5338383838383839,0.47020202020202034,0.4196969696969697,0.505050505050505,0.4383838383838384,0.11623246492985972,0.7837837837837838,0.2024432809773124,0.09619238476953908,0.6486486486486487,0.16753926701570682,0.0781563126252505,0.527027027027027,0.13612565445026176
